index	chr	dom start	dom end	overlap %age	overlaps with	hier level
279	chr6	46360000	46480000	0.333333333333	154	2
312	chr6	46640000	46720000	0.222222222222	154	2
104	chr6	46880000	47440000	0.208955223881	11	2
16	chr6	47480000	49560000	0.776119402985	11	2
187	chr6	51960000	52240000	0.0503597122302	6	2
73	chr6	52280000	53080000	0.143884892086	6	2
313	chr6	53240000	53320000	0.0143884892086	6	2
10	chr6	53440000	56280000	0.510791366906	6	2
36	chr6	56320000	57640000	0.237410071942	6	2
378	chr6	62280000	62320000	0.000367647058824	0	2
211	chr6	64360000	64600000	0.00220588235294	0	2
379	chr6	65040000	65080000	0.000367647058824	0	2
380	chr6	70080000	70120000	0.000367647058824	0	2
381	chr6	70880000	70920000	0.000367647058824	0	2
382	chr6	71280000	71320000	0.000367647058824	0	2
212	chr6	71440000	71680000	0.00220588235294	0	2
108	chr6	71800000	72320000	0.00477941176471	0	2
315	chr6	72360000	72440000	0.000735294117647	0	2
385	chr6	72640000	72680000	0.000367647058824	0	2
46	chr6	73000000	74120000	0.0102941176471	0	2
316	chr6	74320000	74400000	0.000735294117647	0	2
27	chr6	74440000	76000000	0.0143382352941	0	2
156	chr6	76040000	76400000	0.00330882352941	0	2
387	chr6	76800000	76840000	0.000367647058824	0	2
283	chr6	77800000	77920000	0.00110294117647	0	2
317	chr6	78160000	78240000	0.000735294117647	0	2
284	chr6	79280000	79400000	0.00110294117647	0	2
213	chr6	79760000	80000000	0.00220588235294	0	2
318	chr6	80520000	80600000	0.000735294117647	0	2
15	chr6	80720000	83000000	0.0209558823529	0	2
37	chr6	83040000	84360000	0.0121323529412	0	2
319	chr6	84400000	84480000	0.000735294117647	0	2
390	chr6	84720000	84760000	0.000367647058824	0	2
391	chr6	85240000	85280000	0.000367647058824	0	2
286	chr6	85440000	85560000	0.00110294117647	0	2
393	chr6	85680000	85720000	0.000367647058824	0	2
394	chr6	85840000	85880000	0.000367647058824	0	2
395	chr6	86040000	86080000	0.000367647058824	0	2
214	chr6	86120000	86360000	0.00220588235294	0	2
13	chr6	87840000	90440000	0.0238970588235	0	2
95	chr6	90720000	91360000	0.00588235294118	0	2
399	chr6	91400000	91440000	0.000367647058824	0	2
257	chr6	91560000	91720000	0.00147058823529	0	2
400	chr6	91840000	91880000	0.000367647058824	0	2
158	chr6	92120000	92480000	0.00330882352941	0	2
401	chr6	96120000	96160000	0.000367647058824	0	2
402	chr6	96600000	96640000	0.000367647058824	0	2
12	chr6	97160000	99800000	0.0242647058824	0	2
406	chr6	100080000	100120000	0.000367647058824	0	2
407	chr6	100160000	100200000	0.000367647058824	0	2
75	chr6	100640000	101440000	0.00735294117647	0	2
91	chr6	101920000	102600000	0.00625	0	2
321	chr6	104840000	104920000	0.000735294117647	0	2
408	chr6	105320000	105360000	0.000367647058824	0	2
409	chr6	105400000	105440000	0.000367647058824	0	2
40	chr6	105640000	106880000	0.0113970588235	0	2
132	chr6	106920000	107360000	0.00404411764706	0	2
84	chr6	107640000	108360000	0.00661764705882	0	2
55	chr6	108520000	109520000	0.00919117647059	0	2
324	chr6	109720000	109800000	0.000735294117647	0	2
61	chr6	109920000	110880000	0.00882352941176	0	2
259	chr6	111000000	111160000	0.00147058823529	0	2
76	chr6	111680000	112480000	0.00735294117647	0	2
19	chr6	112520000	114400000	0.0172794117647	0	2
2	chr6	114520000	128000000	0.123897058824	0	2
28	chr6	130440000	132000000	0.0143382352941	0	2
29	chr6	132920000	134480000	0.0143382352941	0	2
67	chr6	134520000	135360000	0.00772058823529	0	2
31	chr6	135400000	136920000	0.0139705882353	0	2
218	chr6	136960000	137200000	0.00220588235294	0	2
48	chr6	137240000	138320000	0.00992647058824	0	2
8	chr6	138800000	142800000	0.0367647058824	0	2
52	chr6	142840000	143880000	0.00955882352941	0	2
21	chr6	144440000	146280000	0.0169117647059	0	2
69	chr6	146320000	147160000	0.00772058823529	0	2
106	chr6	147200000	147760000	0.00514705882353	0	2
86	chr6	147800000	148520000	0.00661764705882	0	2
56	chr6	148920000	149920000	0.00919117647059	0	2
180	chr6	149960000	150280000	0.00294117647059	0	2
337	chr6	150560000	150640000	0.000735294117647	0	2
147	chr6	150760000	151160000	0.00367647058824	0	2
122	chr6	151280000	151760000	0.00441176470588	0	2
97	chr6	151880000	152520000	0.00588235294118	0	2
82	chr6	152560000	153320000	0.00698529411765	0	2
243	chr6	153440000	153640000	0.00183823529412	0	2
339	chr6	153960000	154040000	0.000735294117647	0	2
114	chr6	154520000	155040000	0.00477941176471	0	2
20	chr6	155680000	157560000	0.0172794117647	0	2
70	chr6	157680000	158520000	0.00772058823529	0	2
124	chr6	158560000	159040000	0.00441176470588	0	2
195	chr6	159080000	159360000	0.00257352941176	0	2
3	chr6	159520000	168960000	0.0867647058824	0	2
71	chr6	169080000	169920000	0.00772058823529	0	2
434	chr6	169960000	170000000	0.000367647058824	0	2
181	chr6	170440000	170760000	0.00294117647059	0	2
197	chr6	120000	360000	0.666666666667	150	3
198	chr6	2720000	2960000	0.75	165	3
345	chr6	3000000	3040000	0.125	165	3
62	chr6	3080000	4000000	0.676470588235	34	3
66	chr6	4160000	5000000	0.617647058824	34	3
166	chr6	5040000	5360000	0.235294117647	34	3
167	chr6	7240000	7560000	0.333333333333	57	3
98	chr6	7600000	8200000	0.625	57	3
346	chr6	8360000	8400000	0.25	247	3
297	chr6	8440000	8520000	0.5	247	3
348	chr6	10640000	10680000	0.5	299	3
87	chr6	11000000	11680000	0.386363636364	22	3
50	chr6	11720000	12760000	0.590909090909	22	3
350	chr6	13800000	13840000	0.5	301	3
200	chr6	14000000	14240000	0.136363636364	23	3
79	chr6	16480000	17240000	0.404255319149	17	3
93	chr6	17280000	17920000	0.340425531915	17	3
128	chr6	17960000	18400000	0.234042553191	17	3
30	chr6	18680000	20200000	0.258503401361	5	3
7	chr6	20240000	24520000	0.727891156463	5	3
302	chr6	24720000	24800000	0.0571428571429	32	3
117	chr6	24840000	25320000	0.342857142857	32	3
83	chr6	25360000	26080000	0.514285714286	32	3
275	chr6	33920000	34040000	0.75	251	3
309	chr6	34400000	34480000	0.222222222222	153	3
227	chr6	34520000	34720000	0.555555555556	153	3
102	chr6	35920000	36480000	0.736842105263	81	3
230	chr6	37160000	37360000	0.5	143	3
206	chr6	40640000	40880000	0.428571428571	103	3
231	chr6	41000000	41200000	0.357142857143	103	3
277	chr6	42160000	42280000	0.25	119	3
171	chr6	42320000	42640000	0.666666666667	119	3
209	chr6	46880000	47120000	0.428571428571	104	3
186	chr6	47160000	47440000	0.5	104	3
376	chr6	51960000	52000000	0.142857142857	187	3
280	chr6	52120000	52240000	0.428571428571	187	3
130	chr6	52280000	52720000	0.55	73	3
232	chr6	52880000	53080000	0.25	73	3
188	chr6	53440000	53720000	0.0985915492958	10	3
253	chr6	53760000	53920000	0.056338028169	10	3
38	chr6	53960000	55240000	0.450704225352	10	3
53	chr6	55280000	56280000	0.352112676056	10	3
54	chr6	56320000	57320000	0.757575757576	36	3
173	chr6	57360000	57680000	0.242424242424	36	3
254	chr6	64360000	64520000	0.666666666667	211	3
383	chr6	71440000	71480000	0.166666666667	212	3
384	chr6	71640000	71680000	0.166666666667	212	3
281	chr6	71800000	71920000	0.230769230769	108	3
155	chr6	71960000	72320000	0.692307692308	108	3
386	chr6	74080000	74120000	0.0357142857143	46	3
255	chr6	76400000	76560000	0.444444444444	156	3
285	chr6	79760000	79880000	0.5	213	3
388	chr6	80000000	80040000	0.166666666667	213	3
74	chr6	83040000	83840000	0.606060606061	37	3
120	chr6	83880000	84360000	0.363636363636	37	3
389	chr6	84440000	84480000	0.5	319	3
392	chr6	85400000	85440000	0.333333333333	286	3
18	chr6	87840000	89720000	0.723076923077	13	3
90	chr6	89760000	90440000	0.261538461538	13	3
398	chr6	91320000	91360000	0.0625	95	3
287	chr6	97320000	97440000	0.0454545454545	12	3
288	chr6	97680000	97800000	0.0454545454545	12	3
403	chr6	98040000	98080000	0.0151515151515	12	3
404	chr6	98240000	98280000	0.0151515151515	12	3
405	chr6	99160000	99200000	0.0151515151515	12	3
258	chr6	99560000	99720000	0.0606060606061	12	3
99	chr6	100680000	101280000	0.75	75	3
289	chr6	101320000	101440000	0.15	75	3
174	chr6	105640000	105960000	0.258064516129	40	3
63	chr6	106000000	106880000	0.709677419355	40	3
217	chr6	106920000	107160000	0.545454545455	132	3
322	chr6	107280000	107360000	0.181818181818	132	3
323	chr6	108320000	108400000	0.111111111111	84	3
133	chr6	108520000	108960000	0.44	55	3
109	chr6	109000000	109520000	0.52	55	3
410	chr6	109920000	109960000	0.0416666666667	61	3
134	chr6	111680000	112120000	0.55	76	3
175	chr6	112160000	112480000	0.4	76	3
412	chr6	114520000	114560000	0.00296735905045	2	3
413	chr6	114920000	114960000	0.00296735905045	2	3
414	chr6	116240000	116280000	0.00296735905045	2	3
325	chr6	116480000	116560000	0.00593471810089	2	3
135	chr6	116680000	117120000	0.0326409495549	2	3
416	chr6	117320000	117360000	0.00296735905045	2	3
190	chr6	117760000	118040000	0.0207715133531	2	3
100	chr6	118680000	119280000	0.0445103857567	2	3
328	chr6	119600000	119680000	0.00593471810089	2	3
234	chr6	119840000	120040000	0.0148367952522	2	3
329	chr6	121360000	121440000	0.00593471810089	2	3
96	chr6	121800000	122440000	0.0474777448071	2	3
417	chr6	122600000	122640000	0.00296735905045	2	3
121	chr6	122760000	123240000	0.0356083086053	2	3
292	chr6	124360000	124480000	0.00890207715134	2	3
421	chr6	124600000	124640000	0.00296735905045	2	3
261	chr6	124840000	125000000	0.0118694362018	2	3
136	chr6	125240000	125680000	0.0326409495549	2	3
191	chr6	125840000	126120000	0.0207715133531	2	3
236	chr6	126160000	126360000	0.0148367952522	2	3
45	chr6	126400000	127560000	0.0860534124629	2	3
14	chr6	127960000	130400000	0.181008902077	2	3
77	chr6	130440000	131240000	0.512820512821	28	3
64	chr6	132000000	132880000	0.564102564103	28	3
193	chr6	132920000	133200000	0.179487179487	29	3
41	chr6	133240000	134480000	0.794871794872	29	3
146	chr6	135400000	135800000	0.263157894737	31	3
68	chr6	135840000	136680000	0.552631578947	31	3
240	chr6	136720000	136920000	0.131578947368	31	3
78	chr6	137240000	138040000	0.740740740741	48	3
219	chr6	138080000	138320000	0.222222222222	48	3
85	chr6	138440000	139160000	0.18	8	3
111	chr6	139200000	139720000	0.13	8	3
333	chr6	142120000	142200000	0.02	8	3
334	chr6	142400000	142480000	0.02	8	3
179	chr6	142520000	142840000	0.307692307692	52	3
112	chr6	143920000	144440000	0.282608695652	21	3
35	chr6	144920000	146280000	0.739130434783	21	3
161	chr6	148560000	148920000	0.36	56	3
139	chr6	148960000	149400000	0.44	56	3
162	chr6	149440000	149800000	0.36	56	3
264	chr6	149920000	150080000	0.5	180	3
336	chr6	150200000	150280000	0.25	180	3
338	chr6	151800000	151880000	0.125	97	3
295	chr6	151920000	152040000	0.1875	97	3
426	chr6	152200000	152240000	0.0625	97	3
427	chr6	152440000	152480000	0.0625	97	3
222	chr6	152520000	152760000	0.375	97	3
113	chr6	152800000	153320000	0.684210526316	82	3
115	chr6	155160000	155680000	0.276595744681	20	3
42	chr6	155720000	156960000	0.659574468085	20	3
123	chr6	157080000	157560000	0.255319148936	20	3
148	chr6	157680000	158080000	0.47619047619	70	3
149	chr6	158120000	158520000	0.47619047619	70	3
125	chr6	159520000	160000000	0.0508474576271	3	3
4	chr6	160480000	166440000	0.631355932203	3	3
116	chr6	166600000	167120000	0.0550847457627	3	3
429	chr6	167160000	167200000	0.00423728813559	3	3
342	chr6	167360000	167440000	0.00847457627119	3	3
47	chr6	167840000	168960000	0.118644067797	3	3
164	chr6	169080000	169440000	0.428571428571	71	3
431	chr6	169560000	169600000	0.047619047619	71	3
432	chr6	169720000	169760000	0.047619047619	71	3
433	chr6	169880000	169920000	0.047619047619	71	3
225	chr6	170440000	170680000	0.75	181	3
435	chr6	170720000	170760000	0.125	181	3
245	chr6	200000	360000	0.666666666667	197	4
266	chr6	3080000	3200000	0.130434782609	62	4
126	chr6	3240000	3680000	0.478260869565	62	4
199	chr6	3720000	3960000	0.260869565217	62	4
142	chr6	7600000	8000000	0.666666666667	98	4
246	chr6	8040000	8200000	0.266666666667	98	4
88	chr6	11720000	12400000	0.653846153846	50	4
168	chr6	12440000	12760000	0.307692307692	50	4
127	chr6	17280000	17720000	0.6875	93	4
248	chr6	17760000	17920000	0.25	93	4
201	chr6	18040000	18280000	0.545454545455	128	4
202	chr6	18400000	18640000	0.545454545455	128	4
351	chr6	20240000	20280000	0.00934579439252	7	4
203	chr6	20400000	20640000	0.0560747663551	7	4
151	chr6	24840000	25200000	0.75	117	4
118	chr6	25320000	25800000	0.666666666667	83	4
249	chr6	25920000	26080000	0.222222222222	83	4
228	chr6	36480000	36680000	0.357142857143	102	4
210	chr6	52400000	52640000	0.545454545455	130	4
377	chr6	52680000	52720000	0.0909090909091	130	4
189	chr6	56320000	56600000	0.28	54	4
89	chr6	56640000	57320000	0.68	54	4
314	chr6	71800000	71880000	0.666666666667	281	4
282	chr6	76440000	76560000	0.75	255	4
256	chr6	87880000	88040000	0.0851063829787	18	4
320	chr6	88080000	88160000	0.0425531914894	18	4
157	chr6	88280000	88640000	0.191489361702	18	4
215	chr6	88880000	89120000	0.127659574468	18	4
396	chr6	89360000	89400000	0.0212765957447	18	4
397	chr6	89680000	89720000	0.0212765957447	18	4
144	chr6	89760000	90160000	0.588235294118	90	4
216	chr6	90200000	90440000	0.352941176471	90	4
290	chr6	107040000	107160000	0.5	217	4
411	chr6	111680000	111720000	0.0909090909091	134	4
326	chr6	117120000	117200000	0.181818181818	135	4
291	chr6	117720000	117840000	0.428571428571	190	4
260	chr6	117880000	118040000	0.571428571429	190	4
327	chr6	118600000	118680000	0.133333333333	100	4
330	chr6	122760000	122840000	0.166666666667	121	4
159	chr6	122880000	123240000	0.75	121	4
419	chr6	124360000	124400000	0.333333333333	292	4
420	chr6	124440000	124480000	0.333333333333	292	4
331	chr6	124840000	124920000	0.5	261	4
422	chr6	124960000	125000000	0.25	261	4
235	chr6	125840000	126040000	0.714285714286	191	4
192	chr6	127680000	127960000	0.114754098361	14	4
25	chr6	128000000	129760000	0.72131147541	14	4
110	chr6	129880000	130400000	0.213114754098	14	4
237	chr6	130440000	130640000	0.25	77	4
145	chr6	130680000	131080000	0.5	77	4
238	chr6	131240000	131440000	0.25	77	4
137	chr6	131560000	132000000	0.5	64	4
262	chr6	132120000	132280000	0.181818181818	64	4
105	chr6	132320000	132880000	0.636363636364	64	4
92	chr6	133240000	133920000	0.548387096774	41	4
178	chr6	133960000	134280000	0.258064516129	41	4
263	chr6	134320000	134480000	0.129032258065	41	4
293	chr6	137240000	137360000	0.15	78	4
424	chr6	138440000	138480000	0.0555555555556	85	4
220	chr6	138520000	138760000	0.333333333333	85	4
160	chr6	138800000	139160000	0.5	85	4
241	chr6	139200000	139400000	0.384615384615	111	4
138	chr6	144480000	144920000	0.323529411765	35	4
335	chr6	146200000	146280000	0.0588235294118	35	4
221	chr6	148560000	148800000	0.666666666667	161	4
294	chr6	149960000	150080000	0.75	264	4
425	chr6	151800000	151840000	0.5	338	4
194	chr6	152800000	153080000	0.538461538462	113	4
242	chr6	153120000	153320000	0.384615384615	113	4
340	chr6	155120000	155200000	0.153846153846	115	4
140	chr6	160040000	160480000	0.0738255033557	4	4
223	chr6	160600000	160840000	0.0402684563758	4	4
428	chr6	161080000	161120000	0.00671140939597	4	4
163	chr6	161280000	161640000	0.0604026845638	4	4
9	chr6	161760000	165640000	0.651006711409	4	4
141	chr6	165760000	166200000	0.0738255033557	4	4
244	chr6	166240000	166440000	0.0335570469799	4	4
265	chr6	166600000	166760000	0.307692307692	116	4
196	chr6	166800000	167080000	0.538461538462	116	4
343	chr6	167840000	167920000	0.0714285714286	47	4
224	chr6	167960000	168200000	0.214285714286	47	4
296	chr6	168440000	168560000	0.107142857143	47	4
344	chr6	168880000	168960000	0.0714285714286	47	4
268	chr6	8080000	8200000	0.75	246	5
269	chr6	18480000	18600000	0.5	202	5
183	chr6	24920000	25200000	0.777777777778	151	5
233	chr6	56640000	56840000	0.294117647059	89	5
131	chr6	56880000	57320000	0.647058823529	89	5
415	chr6	117160000	117200000	0.5	326	5
418	chr6	122800000	122840000	0.5	330	5
176	chr6	131600000	131920000	0.727272727273	137	5
423	chr6	131960000	132000000	0.0909090909091	137	5
177	chr6	132320000	132640000	0.571428571429	105	5
239	chr6	132680000	132880000	0.357142857143	105	5
332	chr6	137240000	137320000	0.666666666667	293	5
341	chr6	160040000	160120000	0.181818181818	140	5
430	chr6	168920000	168960000	0.5	344	5
35	chr18	200000	840000	0	-1	1
143	chr18	1080000	1120000	0	-1	1
144	chr18	1920000	1960000	0	-1	1
49	chr18	2120000	2560000	0	-1	1
36	chr18	2600000	3240000	0	-1	1
32	chr18	3280000	4080000	0	-1	1
145	chr18	4120000	4160000	0	-1	1
120	chr18	4320000	4400000	0	-1	1
7	chr18	5320000	7160000	0	-1	1
21	chr18	7480000	8600000	0	-1	1
18	chr18	8640000	9920000	0	-1	1
12	chr18	9960000	11600000	0	-1	1
58	chr18	11720000	12120000	0	-1	1
147	chr18	12320000	12360000	0	-1	1
85	chr18	12400000	12600000	0	-1	1
74	chr18	12720000	13000000	0	-1	1
106	chr18	13040000	13160000	0	-1	1
51	chr18	13200000	13640000	0	-1	1
86	chr18	16840000	17040000	0	-1	1
109	chr18	17320000	17440000	0	-1	1
125	chr18	17640000	17720000	0	-1	1
17	chr18	17920000	19320000	0	-1	1
28	chr18	19360000	20200000	0	-1	1
0	chr18	20360000	75200000	0	-1	1
180	chr18	75480000	75520000	0	-1	1
61	chr18	75640000	76040000	0	-1	1
48	chr18	200000	640000	0.6875	35	2
119	chr18	760000	840000	0.125	35	2
84	chr18	2600000	2800000	0.3125	36	2
68	chr18	2920000	3240000	0.5	36	2
56	chr18	3280000	3680000	0.5	32	2
62	chr18	3720000	4080000	0.45	32	2
146	chr18	5320000	5360000	0.0217391304348	7	2
93	chr18	5400000	5560000	0.0869565217391	7	2
20	chr18	5680000	6920000	0.673913043478	7	2
103	chr18	7040000	7160000	0.0652173913043	7	2
25	chr18	8640000	9560000	0.71875	18	2
24	chr18	9600000	10560000	0.75	18	2
26	chr18	10680000	11600000	0.560975609756	12	2
121	chr18	11720000	11800000	0.2	58	2
104	chr18	11920000	12040000	0.3	58	2
105	chr18	13000000	13120000	0.428571428571	74	2
123	chr18	13160000	13240000	0.666666666667	106	2
148	chr18	13360000	13400000	0.0909090909091	51	2
107	chr18	13520000	13640000	0.272727272727	51	2
108	chr18	16840000	16960000	0.6	86	2
124	chr18	17320000	17400000	0.666666666667	109	2
34	chr18	17920000	18640000	0.514285714286	17	2
37	chr18	18680000	19320000	0.457142857143	17	2
38	chr18	19360000	20000000	0.761904761905	28	2
13	chr18	20360000	21960000	0.0291757840992	0	2
2	chr18	22160000	27520000	0.0977388767323	0	2
130	chr18	27680000	27760000	0.00145878920496	0	2
75	chr18	28120000	28400000	0.00510576221736	0	2
80	chr18	28520000	28760000	0.00437636761488	0	2
151	chr18	29240000	29280000	0.00072939460248	0	2
89	chr18	29400000	29600000	0.0036469730124	0	2
110	chr18	30040000	30160000	0.00218818380744	0	2
19	chr18	30280000	31560000	0.0233406272794	0	2
153	chr18	31760000	31800000	0.00072939460248	0	2
29	chr18	31840000	32680000	0.0153172866521	0	2
133	chr18	32720000	32800000	0.00145878920496	0	2
134	chr18	33000000	33080000	0.00145878920496	0	2
135	chr18	33120000	33200000	0.00145878920496	0	2
155	chr18	33320000	33360000	0.00072939460248	0	2
1	chr18	33520000	39360000	0.106491611962	0	2
5	chr18	39400000	41480000	0.037928519329	0	2
71	chr18	41600000	41920000	0.00583515681984	0	2
159	chr18	42040000	42080000	0.00072939460248	0	2
66	chr18	42200000	42560000	0.00656455142232	0	2
90	chr18	42880000	43080000	0.0036469730124	0	2
160	chr18	43360000	43400000	0.00072939460248	0	2
39	chr18	43600000	44240000	0.0116703136397	0	2
22	chr18	44280000	45280000	0.018234865062	0	2
60	chr18	45320000	45720000	0.0072939460248	0	2
162	chr18	46200000	46240000	0.00072939460248	0	2
98	chr18	46400000	46560000	0.00291757840992	0	2
163	chr18	46800000	46840000	0.00072939460248	0	2
164	chr18	46960000	47000000	0.00072939460248	0	2
140	chr18	47400000	47480000	0.00145878920496	0	2
165	chr18	47800000	47840000	0.00072939460248	0	2
166	chr18	48000000	48040000	0.00072939460248	0	2
141	chr18	48240000	48320000	0.00145878920496	0	2
167	chr18	49960000	50000000	0.00072939460248	0	2
168	chr18	50120000	50160000	0.00072939460248	0	2
6	chr18	50480000	52520000	0.0371991247265	0	2
9	chr18	53480000	55240000	0.0320933625091	0	2
54	chr18	55280000	55720000	0.00802334062728	0	2
40	chr18	55760000	56400000	0.0116703136397	0	2
171	chr18	56760000	56800000	0.00072939460248	0	2
100	chr18	56920000	57080000	0.00291757840992	0	2
172	chr18	57240000	57280000	0.00072939460248	0	2
42	chr18	57400000	58000000	0.0109409190372	0	2
8	chr18	58040000	59840000	0.0328227571116	0	2
14	chr18	63040000	64640000	0.0291757840992	0	2
83	chr18	66040000	66280000	0.00437636761488	0	2
173	chr18	67400000	67440000	0.00072939460248	0	2
174	chr18	68240000	68280000	0.00072939460248	0	2
15	chr18	68600000	70200000	0.0291757840992	0	2
10	chr18	70440000	72200000	0.0320933625091	0	2
72	chr18	72240000	72560000	0.00583515681984	0	2
73	chr18	72760000	73080000	0.00583515681984	0	2
11	chr18	73120000	74880000	0.0320933625091	0	2
118	chr18	75080000	75200000	0.00218818380744	0	2
92	chr18	75640000	75840000	0.5	61	2
102	chr18	75880000	76040000	0.4	61	2
142	chr18	200000	240000	0.0909090909091	48	3
27	chr18	5680000	6520000	0.677419354839	20	3
63	chr18	6560000	6920000	0.290322580645	20	3
64	chr18	8680000	9040000	0.391304347826	25	3
50	chr18	9080000	9520000	0.478260869565	25	3
41	chr18	9960000	10560000	0.625	24	3
122	chr18	13040000	13120000	0.666666666667	105	3
94	chr18	18680000	18840000	0.25	37	3
87	chr18	20000000	20200000	0.3125	38	3
126	chr18	21880000	21960000	0.05	13	3
65	chr18	22160000	22520000	0.0671641791045	2	3
127	chr18	22640000	22720000	0.0149253731343	2	3
128	chr18	22840000	22920000	0.0149253731343	2	3
4	chr18	23320000	27440000	0.768656716418	2	3
88	chr18	28120000	28320000	0.714285714286	75	3
150	chr18	28520000	28560000	0.166666666667	80	3
131	chr18	28680000	28760000	0.333333333333	80	3
132	chr18	29440000	29520000	0.4	89	3
152	chr18	29560000	29600000	0.2	89	3
33	chr18	30280000	31040000	0.59375	19	3
46	chr18	31080000	31560000	0.375	19	3
47	chr18	32120000	32600000	0.571428571429	29	3
154	chr18	32760000	32800000	0.5	133	3
3	chr18	33520000	37960000	0.760273972603	1	3
137	chr18	38120000	38200000	0.013698630137	1	3
158	chr18	38760000	38800000	0.00684931506849	1	3
138	chr18	39040000	39120000	0.013698630137	1	3
95	chr18	41600000	41760000	0.5	71	3
52	chr18	43800000	44240000	0.6875	39	3
97	chr18	44280000	44440000	0.16	22	3
77	chr18	45720000	46000000	0.7	60	3
114	chr18	46400000	46520000	0.75	98	3
16	chr18	50960000	52520000	0.764705882353	6	3
31	chr18	53480000	54320000	0.477272727273	9	3
44	chr18	54360000	54920000	0.318181818182	9	3
79	chr18	54960000	55240000	0.159090909091	9	3
170	chr18	55760000	55800000	0.0625	40	3
67	chr18	58040000	58400000	0.2	8	3
82	chr18	58560000	58800000	0.133333333333	8	3
55	chr18	58840000	59280000	0.244444444444	8	3
45	chr18	59320000	59840000	0.288888888889	8	3
115	chr18	70040000	70160000	0.075	15	3
116	chr18	70200000	70320000	0.075	15	3
23	chr18	73120000	74120000	0.568181818182	11	3
176	chr18	74440000	74480000	0.0227272727273	11	3
177	chr18	74760000	74800000	0.0227272727273	11	3
178	chr18	75080000	75120000	0.333333333333	118	3
179	chr18	75160000	75200000	0.333333333333	118	3
57	chr18	9560000	9960000	0.666666666667	41	4
149	chr18	27040000	27080000	0.00970873786408	4	4
129	chr18	27360000	27440000	0.0194174757282	4	4
59	chr18	30280000	30680000	0.526315789474	33	4
69	chr18	30720000	31040000	0.421052631579	33	4
111	chr18	31080000	31200000	0.25	46	4
70	chr18	31240000	31560000	0.666666666667	46	4
112	chr18	37800000	37920000	0.027027027027	3	4
157	chr18	37960000	38000000	0.00900900900901	3	4
76	chr18	43600000	43880000	0.636363636364	52	4
91	chr18	44040000	44240000	0.454545454545	52	4
139	chr18	46400000	46480000	0.666666666667	114	4
43	chr18	50480000	51040000	0.358974358974	16	4
30	chr18	52520000	53360000	0.538461538462	16	4
81	chr18	54360000	54600000	0.428571428571	44	4
78	chr18	54640000	54920000	0.5	44	4
175	chr18	73320000	73360000	0.04	23	4
101	chr18	73560000	73720000	0.16	23	4
117	chr18	74000000	74120000	0.12	23	4
136	chr18	37840000	37920000	0.666666666667	112	5
96	chr18	43600000	43760000	0.571428571429	76	5
161	chr18	43840000	43880000	0.142857142857	76	5
53	chr18	50480000	50920000	0.785714285714	43	5
169	chr18	52480000	52520000	0.047619047619	30	5
156	chr18	37920000	37960000	0.5	136	6
113	chr18	43600000	43720000	0.75	96	6
99	chr18	50880000	51040000	0.363636363636	53	6
0	chr20	40000	25680000	0	-1	1
154	chr20	29360000	29400000	0	-1	1
85	chr20	29720000	29880000	0	-1	1
118	chr20	30000000	30080000	0	-1	1
51	chr20	30240000	30600000	0	-1	1
119	chr20	30840000	30920000	0	-1	1
120	chr20	31280000	31360000	0	-1	1
121	chr20	31560000	31640000	0	-1	1
45	chr20	31840000	32280000	0	-1	1
25	chr20	32880000	33560000	0	-1	1
59	chr20	33680000	34000000	0	-1	1
67	chr20	34040000	34280000	0	-1	1
86	chr20	34680000	34840000	0	-1	1
14	chr20	35200000	36520000	0	-1	1
1	chr20	36560000	59960000	0	-1	1
132	chr20	60800000	60880000	0	-1	1
109	chr20	61000000	61120000	0	-1	1
169	chr20	61200000	61240000	0	-1	1
134	chr20	61320000	61400000	0	-1	1
171	chr20	61960000	62000000	0	-1	1
135	chr20	62280000	62360000	0	-1	1
136	chr20	160000	200000	0.0015600624025	0	2
137	chr20	440000	480000	0.0015600624025	0	2
138	chr20	640000	680000	0.0015600624025	0	2
139	chr20	1000000	1040000	0.0015600624025	0	2
47	chr20	1080000	1440000	0.0140405616225	0	2
27	chr20	1640000	2280000	0.0249609984399	0	2
94	chr20	2440000	2560000	0.00468018720749	0	2
66	chr20	2680000	2920000	0.00936037441498	0	2
49	chr20	3240000	3600000	0.0140405616225	0	2
112	chr20	3640000	3720000	0.00312012480499	0	2
113	chr20	3880000	3960000	0.00312012480499	0	2
18	chr20	4080000	5000000	0.0358814352574	0	2
144	chr20	5080000	5120000	0.0015600624025	0	2
96	chr20	5240000	5360000	0.00468018720749	0	2
9	chr20	6040000	7880000	0.0717628705148	0	2
21	chr20	7920000	8680000	0.0296411856474	0	2
34	chr20	8720000	9320000	0.0234009360374	0	2
2	chr20	9440000	13560000	0.160686427457	0	2
146	chr20	13720000	13760000	0.0015600624025	0	2
4	chr20	13800000	17400000	0.140405616225	0	2
41	chr20	17440000	17920000	0.01872074883	0	2
147	chr20	18320000	18360000	0.0015600624025	0	2
58	chr20	18520000	18840000	0.01248049922	0	2
44	chr20	19160000	19600000	0.0171606864275	0	2
50	chr20	19640000	20000000	0.0140405616225	0	2
35	chr20	20040000	20640000	0.0234009360374	0	2
22	chr20	20800000	21560000	0.0296411856474	0	2
149	chr20	22040000	22080000	0.0015600624025	0	2
116	chr20	22200000	22280000	0.00312012480499	0	2
23	chr20	22560000	23280000	0.0280811232449	0	2
150	chr20	23320000	23360000	0.0015600624025	0	2
